"Name","Season","ActiveFungus","Sightings","X","Y","Sex","AgeClass","Time.in.pop","InfectedDensity.Annual","Infect_Assoc_Sight","SeasonNumeric"
273,"6",0,32,39.4074074074074,733.962962962963,"Male","Adult",1171.37037037037,0,0,6
274,"6",0,66,129.283582089552,752.701492537313,"Male","Adult",1183.88059701493,0.000230590553927061,0.0151515151515152,6
277,"6",0,53,123.384615384615,762.346153846154,"Female","Adult",1704.42307692308,0.000424040232725106,0.0377358490566038,6
28,"6",0,76,59.32,717.893333333333,"Female","Adult",1765.74666666667,0,0,6
282,"6",0,75,133.233333333333,761.983333333333,"Male","Adult",1146.9,0.000627444677292346,0.0666666666666667,6
288,"6",0,30,109,730.344827586207,"Female","Juvenile",1183.8275862069,8.35570232138697e-06,0,6
295,"6",0,33,110.909090909091,721.212121212121,"Female","Juvenile",1135.81818181818,7.44577235113276e-10,0,6
3,"6",0,43,51.1621621621622,730.783783783784,"Male","Adult",1899.35135135135,0,0,6
300,"6",0,50,167.448979591837,768.061224489796,"Female","Juvenile",1159.14285714286,9.81930094746663e-05,0,6
304,"6",0,86,148.058139534884,787.5,"Female","Adult",1139.89534883721,0.000312184372983853,0,6
316,"6",0,26,133.842105263158,761.526315789474,"Male","Adult",1139.05263157895,0.000421296825619825,0.0384615384615385,6
327,"6",0,95,151.673913043478,788.858695652174,"Male","Adult",1020.20652173913,0.000278437664863551,0,6
329,"6",0,57,168.982142857143,754.178571428571,"Female","Adult",1190.69642857143,0.000195688400566756,0.0175438596491228,6
33,"6",0,82,124.604651162791,762.53488372093,"Female","Adult",1714.18604651163,0.000430050318229465,0.024390243902439,6
334,"6",0,20,63.5555555555556,721,"Female","Juvenile",1163.61111111111,0,0,6
34,"6",0,110,45.7,738.82,"Female","Adult",1748.98,0,0,6
341,"6",1,58,135.277777777778,767.462962962963,"Female","Adult",1150.51851851852,0.000714373984170677,0.0344827586206897,6
344,"6",0,98,168.584269662921,772.921348314607,"Female","Juvenile",1090.84269662921,0.000109976500529642,0,6
347,"6",0,42,136.790697674419,768.325581395349,"Male","Adult",1003.90697674419,0.000798480236592066,0.0238095238095238,6
351,"6",0,65,128.28125,760.4375,"Male","Juvenile",753.6875,0.000508008915149006,0,6
353,"6",0,26,166.851851851852,750.555555555556,"Male","Adult",816.148148148148,0.00015448478976514,0.0384615384615385,6
36,"6",0,122,155.011111111111,780.666666666667,"Female","Adult",1754.42222222222,0.000275797236757037,0,6
362,"6",0,70,94.3088235294118,762.661764705882,"Male","Adult",795.602941176471,7.67538545001865e-07,0,6
363,"6",0,32,136.965517241379,754.068965517241,"Female","Adult",741.034482758621,0.000369739791038545,0.03125,6
376,"6",0,46,121.791666666667,761.291666666667,"Male","Adult",787.166666666667,0.000470875679969864,0.0217391304347826,6
382,"6",0,26,91.16,762.8,"Female","Adult",791.52,8.03651988997841e-08,0,6
386,"6",0,41,155.073170731707,744.80487804878,"Female","Adult",452.170731707317,6.50162001163844e-05,0,6
388,"6",0,32,104.060606060606,720.393939393939,"Female","Juvenile",428.575757575758,7.04311996835464e-08,0,6
394,"6",0,35,32.8,739.057142857143,"Male","Adult",458.6,0,0,6
397,"6",0,45,153.891304347826,741.086956521739,"Female","Juvenile",742.173913043478,4.75797731214008e-05,0,6
399,"6",0,105,89.5444444444445,753.233333333333,"Female","Adult",476.288888888889,9.25777775801017e-06,0,6
400,"6",0,46,170.090909090909,773.613636363636,"Female","Adult",459.818181818182,0.000117136644297078,0,6
401,"6",0,81,164.824324324324,770.22972972973,"Male","Adult",486.486486486487,0.000120942980863022,0,6
402,"6",0,51,108.705882352941,717.019607843137,"Female","Adult",441.901960784314,1.74400049113752e-09,0,6
404,"6",0,51,145.081081081081,783.702702702703,"Female","Adult",396.405405405405,0.000490782048897421,0.0980392156862745,6
407,"6",0,57,166.810344827586,749,"Female","Juvenile",464.5,0.000189819154586391,0,6
41,"6",0,86,141.765432098765,752.987654320988,"Male","Adult",1757.54320987654,0.00016135487516379,0,6
413,"6",0,47,141.617021276596,763.510638297872,"Female","Adult",505.829787234043,0.00049668385761241,0,6
42,"6",0,117,125.151515151515,762.80303030303,"Male","Adult",1695.92424242424,0.000497141764784025,0.0170940170940171,6
421,"6",0,59,19.2203389830508,737.983050847458,"Male","Adult",440.033898305085,0,0,6
423,"6",0,28,39.5652173913044,735.391304347826,"Male","Adult",458.608695652174,0,0,6
428,"6",0,80,150.382716049383,760.20987654321,"Female","Adult",438.827160493827,0.000197856973007368,0.0125,6
429,"6",0,77,82.3194444444444,749.902777777778,"Female","Juvenile",477.958333333333,1.03759134772243e-10,0,6
430,"6",0,25,102.48,739.32,"Female","Adult",442.12,8.11521283762309e-06,0,6
433,"6",0,40,156.025,753.825,"Male","Adult",431.85,0.000166696360401914,0,6
436,"6",0,57,148.918918918919,783.054054054054,"Female","Adult",440.27027027027,0.000356265936516856,0.0526315789473684,6
437,"6",0,44,109.386363636364,725,"Female","Juvenile",468.068181818182,1.77465703267043e-06,0,6
446,"6",0,76,131.052631578947,749.907894736842,"Female","Adult",415.855263157895,0.00014877025837968,0,6
447,"6",0,31,16.6129032258065,735.064516129032,"Male","Adult",423.806451612903,0,0,6
448,"6",1,37,165.189189189189,782.081081081081,"Female","Adult",415.648648648649,0.000423142519352996,0,6
451,"6",0,37,7.64864864864865,739.837837837838,"Female","Juvenile",444.621621621622,0,0,6
453,"6",0,86,143.756756756757,756.094594594595,"Female","Juvenile",430.175675675676,0.000183928927716411,0.0348837209302326,6
455,"6",0,52,44.0681818181818,736.590909090909,"Female","Adult",389,0,0,6
456,"6",0,27,144.863636363636,755.409090909091,"Female","Adult",375.681818181818,0.000202902816882697,0.0740740740740741,6
458,"6",0,60,38.0727272727273,730.127272727273,"Female","Juvenile",350.890909090909,0,0,6
461,"6",0,86,124.666666666667,763.121212121212,"Male","Adult",393.484848484848,0.000482607738335948,0.0232558139534884,6
462,"6",0,64,146.793650793651,750.952380952381,"Female","Juvenile",322.68253968254,0.000103893086976898,0,6
463,"6",0,21,115.952380952381,727.904761904762,"Male","Adult",373.238095238095,7.9585314500654e-06,0,6
464,"6",0,134,151.580952380952,777.342857142857,"Female","Adult",319.085714285714,0.000326270175284651,0,6
465,"6",0,62,29.9838709677419,733.548387096774,"Male","Adult",329.822580645161,0,0,6
466,"6",0,75,138.184210526316,749.605263157895,"Male","Adult",391,0.000136491756032285,0,6
472,"6",0,31,17.7,739.8,"Male","Adult",288.833333333333,0,0,6
477,"6",0,39,148.8125,779.375,"Female","Juvenile",285.25,0.000378256881815776,0.0256410256410256,6
478,"6",0,100,151.060975609756,779.30487804878,"Female","Juvenile",305.231707317073,0.000255522459850734,0.01,6
48,"6",0,48,135.133333333333,760.4,"Female","Adult",1739.51111111111,0.000539455921646223,0,6
482,"6",0,25,128.384615384615,743.846153846154,"Male","Adult",283.615384615385,8.73605171539136e-05,0,6
483,"6",0,87,168.852272727273,758.818181818182,"Male","Adult",348.988636363636,0.000155032450527931,0.0114942528735632,6
486,"6",0,24,65.5652173913043,720.478260869565,"Female","Adult",352.391304347826,8.33843969525722e-07,0,6
487,"6",0,38,160.837837837838,757.054054054054,"Male","Adult",358.324324324324,0.000133240725545633,0,6
49,"6",0,57,121.25,745.732142857143,"Female","Adult",1754.875,4.1646193711191e-05,0,6
492,"6",0,22,108.470588235294,758.588235294118,"Female","Adult",213.941176470588,0.000118858429512729,0,6
495,"6",0,67,147.686274509804,778.137254901961,"Male","Adult",211.666666666667,0.000390913347349846,0.0149253731343284,6
497,"6",0,33,152.125,780.25,"Female","Adult",72,0.000279786145692094,0,6
501,"6",0,42,142.05,756.425,"Male","Juvenile",275.2,0.000183270016447922,0,6
502,"6",0,37,129.184210526316,731.473684210526,"Male","Adult",362.157894736842,4.09142534837255e-05,0,6
504,"6",0,39,161.7,785.85,"Female","Adult",358.975,0.000330225872656928,0,6
51,"6",0,25,140.47619047619,785,"Male","Adult",1673.19047619048,0.000420139161055332,0,6
510,"6",0,31,136.181818181818,762.363636363636,"Female","Juvenile",305.363636363636,0.000565997543828147,0.032258064516129,6
513,"6",0,27,169.851851851852,749.851851851852,"Male","Adult",49.0740740740741,0.000199621781374888,0,6
52,"6",0,30,36.1666666666667,744.233333333333,"Male","Adult",1698.36666666667,0,0,6
521,"6",0,26,128.727272727273,762.272727272727,"Female","Juvenile",46.5454545454545,0.00053122027259486,0,6
56,"6",0,34,51.2424242424242,742.545454545455,"Female","Adult",1692.93939393939,0,0,6
57,"6",0,42,83.7179487179487,750.25641025641,"Female","Adult",1684.64102564103,0,0,6
58,"6",0,114,143.148514851485,778.089108910891,"Female","Adult",1757.89108910891,0.000665088780690577,0.0175438596491228,6
62,"6",0,85,161.20987654321,770.037037037037,"Male","Adult",1746.06172839506,0.000160671331931797,0,6
74,"6",0,42,118.390243902439,758.292682926829,"Male","Adult",1728.07317073171,0.000211320484708423,0,6
79,"6",0,39,118.967741935484,759.870967741935,"Male","Adult",1721.32258064516,0.000255202717503865,0,6
82,"6",0,85,148.75,776.078125,"Female","Juvenile",1748.09375,0.000435900826676216,0,6
94,"6",0,61,132.942307692308,760.076923076923,"Female","Adult",1732.61538461538,0.000550400924941672,0,6
97,"6",0,109,161.940594059406,771.732673267327,"Male","Adult",1754.44554455446,0.000155131647912867,0,6
98,"6",0,125,156.635514018692,781.626168224299,"Female","Adult",1759.84112149533,0.000328937335575194,0.024,6
1,"7",0,65,37.469696969697,724.272727272727,"Female","Adult",2272.33333333333,0,0,7
10,"7",0,110,156.140186915888,773.289719626168,"Male","Adult",2135.40186915888,0.000319354465889696,0.0181818181818182,7
100,"7",0,65,133.71186440678,761.525423728814,"Female","Juvenile",2119.67796610169,0.000393055259674606,0.0461538461538462,7
123,"7",0,44,46.4883720930233,715.279069767442,"Female","Juvenile",2117.02325581395,7.47159490910868e-09,0,7
143,"7",1,74,117.428571428571,759.873015873016,"Male","Juvenile",2121.84126984127,0.000555424130282886,0.0135135135135135,7
145,"7",0,50,51.531914893617,715.765957446809,"Female","Juvenile",2101.40425531915,0,0,7
153,"7",0,59,138.241379310345,767.586206896552,"Male","Adult",2170.46551724138,0.000275800501650605,0.0169491525423729,7
156,"7",0,61,114.142857142857,730.2,"Male","Adult",1971.34285714286,0.000113613234790524,0,7
156,"7",1,61,116.857142857143,732.333333333333,"Male","Adult",2086.04761904762,0.0001630574847124,0,7
159,"7",0,66,24.2153846153846,736.476923076923,"Male","Adult",2125.4,0,0,7
162,"7",0,103,87.5,753.076086956522,"Male","Juvenile",2081.54347826087,2.68222092031323e-05,0,7
163,"7",0,152,146.898305084746,782.305084745763,"Female","Adult",2087.14406779661,5.18520142352683e-05,0,7
166,"7",0,41,90.3170731707317,738.707317073171,"Male","Adult",2103.41463414634,8.29246120814204e-06,0,7
179,"7",0,138,87.65625,755.21875,"Female","Adult",1591.3359375,3.07519013806963e-05,0,7
181,"7",0,100,155.484210526316,770.442105263158,"Male","Adult",2078.14736842105,0.000365038860103734,0.02,7
183,"7",0,130,149.295081967213,790.081967213115,"Female","Adult",1597.75409836066,2.42043818703842e-05,0,7
188,"7",0,118,122.409523809524,761.247619047619,"Female","Juvenile",1620.00952380952,0.000562707204680578,0.00847457627118644,7
19,"7",0,52,152.595744680851,786.553191489362,"Male","Adult",2154.29787234043,4.77881578046651e-05,0,7
196,"7",0,96,170.063829787234,768.36170212766,"Female","Adult",1575.17021276596,0.000410502635143328,0.0208333333333333,7
199,"7",0,117,55.9622641509434,717.132075471698,"Male","Adult",1573.88679245283,1.52419448884056e-12,0,7
201,"7",0,73,42.3835616438356,710.191780821918,"Female","Juvenile",1568.8904109589,0,0,7
204,"7",0,62,75.2295081967213,743.786885245902,"Male","Adult",2121.45901639344,1.04028908402942e-05,0.0161290322580645,7
205,"7",0,38,42.1052631578947,725.289473684211,"Female","Adult",1609.10526315789,0,0,7
206,"7",0,117,89.625,759.821428571429,"Female","Adult",1591.83035714286,2.33446981539093e-05,0,7
209,"7",0,88,150.0625,762.6875,"Female","Juvenile",2114.1125,0.000248185815775547,0,7
212,"7",0,60,50.7884615384615,743.653846153846,"Male","Adult",1520.61538461538,2.11596159197188e-11,0,7
224,"7",0,84,123.375,761.736111111111,"Female","Juvenile",1585.93055555556,0.000513418167701018,0.0476190476190476,7
225,"7",0,60,57.1379310344828,715.586206896552,"Female","Adult",1591.06896551724,0,0,7
229,"7",0,89,47.5402298850575,736.022988505747,"Female","Adult",1580.33333333333,1.57897866047178e-10,0,7
232,"7",0,79,88.0882352941177,754.705882352941,"Female","Adult",1515.88235294118,3.62928219761089e-05,0,7
233,"7",0,186,143.395683453237,777.625899280576,"Male","Juvenile",1580.36690647482,8.71611296792145e-05,0,7
236,"7",0,144,150.9,761.535714285714,"Male","Juvenile",1575.90714285714,0.000273694949486758,0,7
246,"7",0,54,33.4814814814815,724.851851851852,"Male","Adult",1603.55555555556,0,0,7
248,"7",0,41,90.375,762.65,"Female","Juvenile",1539.1,1.68527991012743e-05,0,7
261,"7",0,35,108.794117647059,721.676470588235,"Male","Adult",1558.23529411765,5.08235952876137e-05,0,7
273,"7",0,26,35.5,737.384615384615,"Male","Adult",1521.07692307692,1.09834534962313e-07,0,7
274,"7",0,126,125.884297520661,748.818181818182,"Male","Adult",1576.43801652893,0.000218522381989934,0,7
277,"7",0,60,120.625,761.083333333333,"Female","Adult",2129.35416666667,0.000574095500710559,0.0666666666666667,7
28,"7",0,127,60.4758064516129,718.790322580645,"Female","Adult",2125.32258064516,0,0,7
282,"7",0,105,133.36170212766,762.191489361702,"Male","Adult",1473.93617021277,0.000399596905208799,0,7
282,"7",1,105,134.171428571429,763.085714285714,"Male","Adult",1601.11428571429,0.000381023204057698,0,7
295,"7",0,68,110.217391304348,720.942028985507,"Female","Juvenile",1503.76811594203,5.13832507656125e-05,0,7
3,"7",0,52,44.1320754716981,716.603773584906,"Male","Adult",2198.64150943396,0,0,7
300,"7",0,63,165.064516129032,768.08064516129,"Female","Juvenile",1501.1935483871,0.000486397876001335,0.0476190476190476,7
304,"7",0,28,148.045454545455,788.318181818182,"Female","Adult",1394.95454545455,3.11940861014753e-05,0,7
316,"7",0,37,117.235294117647,735.058823529412,"Male","Adult",1522.44117647059,0.000151668144311121,0,7
327,"7",0,169,148.552631578947,790.368421052632,"Male","Adult",1387.03947368421,1.63354013142893e-05,0.00591715976331361,7
